k_ind,t_sim,P_1,P_2,X_1,X_2,X_3,Y_m_1,Y_m_2
268,4.46666666666667,5.4,5.6,737.11212928877,478.166671288871,528.868035211737,737.161242304701,518.459467790135
269,4.48333333333333,5.4,5.6,737.111995178037,478.169362635253,528.853619354522,737.596043247424,531.095224912185
270,4.5,5.4,5.6,737.111861384746,478.172048137802,528.839228881989,737.354539880392,522.195536245417
271,4.51666666666667,5.4,5.6,737.111727907098,478.174727808546,528.824863749546,737.915041967242,534.323911763275
272,4.53333333333333,5.4,5.6,737.111594743347,478.177401659516,528.810523912645,737.858103959575,528.932467710268
273,4.55,5.4,5.6,737.1114618918,478.180069702748,528.796209326793,736.628488351244,528.323771480689
274,4.56666666666667,5.4,5.6,737.11132935081,478.182731950279,528.781919947546,737.302065019626,560.455173841275
275,4.58333333333333,5.4,5.6,737.111197118778,478.185388414148,528.767655730513,736.410468786426,522.000959612029
276,4.6,2.7,5.6,737.111065194151,478.188039106395,528.753416631358,736.130298111278,528.249931880318
277,4.61666666666667,2.7,5.6,737.60022470543,478.624204873471,528.305681771386,738.286445548083,557.121375757074
278,4.63333333333333,2.7,5.6,738.07522989245,479.052776046468,527.865560787314,738.075266880464,515.550102817751
279,4.65,2.7,5.6,738.536365886508,479.473863965447,527.432942306946,738.495616051868,533.372148833253
280,4.66666666666667,2.7,5.6,738.98391826729,479.887582832812,527.007712095793,739.659974698405,515.44654878214
281,4.68333333333333,2.7,5.6,739.418172733863,480.29404943734,526.589753333051,739.859353837341,537.658822466143
282,4.7,2.7,5.6,739.839414781638,480.693382881399,526.178946884376,740.099264052653,529.69661707037
283,4.71666666666667,2.7,5.6,740.247929386487,481.085704312313,525.775171570518,741.17561579789,532.778992043557
284,4.73333333333333,2.7,5.6,740.644000697123,481.471136658791,525.378304430902,741.333904475373,522.383336040897
285,4.75,2.7,5.6,741.027911736701,481.849804373221,524.988220981323,741.205816073439,527.62157869792
286,4.76666666666667,2.7,5.6,741.399944114559,482.221833180588,524.604795465032,740.88769617605,540.419590227576
287,4.78333333333333,2.7,5.6,741.760377748851,482.587349834683,524.227901096528,741.276924946672,499.793310531717
288,4.8,2.7,5.6,742.109490600767,482.946481882176,523.857410297483,742.994030188701,506.315867911829
289,4.81666666666667,2.7,5.6,742.4475584209,483.299357435079,523.493194924281,741.251580272501,527.955331307433
290,4.83333333333333,2.7,5.6,742.774854508251,483.646104952022,523.135126486739,742.756703751267,516.102909017784
291,4.85,2.7,5.6,743.091649482236,483.986853028714,522.783076357648,741.645604876977,519.600295450182
292,4.86666666666667,2.7,5.6,743.398211067995,484.321730197865,522.436915972854,744.155420594718,506.360007239807
293,4.88333333333333,2.7,5.6,743.69480389519,484.650864738807,522.096517021627,744.334197391566,512.378595057328
294,4.9,2.7,5.6,743.981689310424,484.974384496961,521.761751627206,743.982551576368,517.420841833571
295,4.91666666666667,2.7,5.6,744.259125203295,485.292416713257,521.432492517369,744.20656399113,513.637420214003
296,4.93333333333333,2.7,5.6,744.527365846078,485.60508786354,521.108613185035,742.682543176916,511.802564012673
297,4.95,2.7,5.6,744.786661746899,485.912523507952,520.789988038876,745.217891610324,516.25935361693
298,4.96666666666667,2.7,5.6,745.037259516275,486.214848150236,520.476492544013,743.41047280566,510.352256221239
299,4.98333333333333,2.7,5.6,745.279401746768,486.512185106854,520.168003352906,743.558495759238,534.579834476256
300,5,2.7,5.6,745.513326905496,486.804656385762,519.864398426564,745.572637718537,509.248609616517
301,5.01666666666667,2.7,5.6,745.739269239186,487.092382574689,519.565557146283,745.035496349376,539.090261611574
302,5.03333333333333,2.7,5.6,745.957458691412,487.375482738679,519.271360416092,746.262784732508,515.249911262196
303,5.05,2.7,5.6,746.168120831634,487.654074326667,518.98169075618,746.670438363452,503.389995424267
304,5.06666666666667,2.7,5.6,746.371476795611,487.928273086826,518.696432387549,747.007914344153,512.051789774274
305,5.08333333333333,2.7,5.6,746.567743236758,488.198192990401,518.415471308184,746.054903165724,528.452011643239
306,5.1,2.7,5.6,746.757132287986,488.463946163705,518.138695361048,747.090570484376,529.47937557578
307,5.11666666666667,2.7,5.6,746.939851533537,488.725642828001,517.865994294212,747.01452147947,519.586835246492
308,5.13333333333333,2.7,5.6,747.116103990337,488.983391246892,517.597259813449,747.729047929202,520.683939252861
309,5.15,2.7,5.6,747.286088098385,489.237297680932,517.332385627642,747.68391665169,524.129791525065
310,5.16666666666667,2.7,5.6,747.449997719655,489.487466349073,517.07126748732,748.116230931736,501.401157813362
311,5.18333333333333,2.7,5.6,747.608022145026,489.733999396642,516.813803216691,747.510124247026,510.566240765174
312,5.2,2.7,5.6,747.76034610876,489.976996869465,516.559892739512,747.651122628295,496.904089020121
313,5.21666666666667,2.7,5.6,747.907149809999,490.216556693834,516.309438099128,748.654917676736,511.486071021545
314,5.23333333333333,2.7,5.6,748.048608940844,490.452774661937,516.062343473038,746.472856587731,526.257553789716
315,5.25,2.7,5.6,748.184894720497,490.685744422443,515.818515182307,747.810491607605,523.523835919744
316,5.26666666666667,2.7,5.6,748.316173935033,490.915557475898,515.577861696178,747.373392853275,540.149140921082
317,5.28333333333333,2.7,5.6,748.442608982337,491.142303174612,515.340293632177,748.158731058728,517.130948736553
318,5.3,2.7,5.6,748.564357921779,491.366068726721,515.105723752057,749.045677934219,491.945013078801
319,5.31666666666667,2.7,5.6,748.681574528176,491.586939204118,514.874066953862,749.294264072914,533.018215515624
320,5.33333333333333,2.7,5.6,748.794408349682,491.804997553959,514.645240260424,748.041320166814,528.416935484198
321,5.35,2.7,5.6,748.903004769163,492.020324613452,514.419162804574,748.553470893952,508.161706247485
322,5.36666666666667,2.7,5.6,749.00750506872,492.232999127664,514.195755811332,749.109177525324,516.586635333337
323,5.38333333333333,2.7,5.6,749.108046496985,492.443097770071,513.974942577359,748.891483872176,522.346251395901
324,5.4,2.7,5.6,749.204762338857,492.650695165613,513.756648447905,749.428711706861,517.888403320376
325,5.41666666666667,2.7,5.6,749.297781987349,492.85586391599,513.540800791506,749.594530747023,521.019781543273
326,5.43333333333333,2.7,5.6,749.387231017251,493.058674627003,513.327328972648,748.697199540517,512.116763867121
327,5.45,2.7,5.6,749.473231260309,493.259195937694,513.116164322624,749.342023202989,512.699197774657
328,5.46666666666667,2.7,5.6,749.555900881663,493.457494551094,512.907240108791,747.973886689085,513.853311985464
329,5.48333333333333,2.7,5.6,749.635354457276,493.65363526638,512.700491502404,750.485212846481,504.219586350061
330,5.5,2.7,5.6,749.711703052126,493.847681012265,512.495855545238,749.244917707469,527.778452591141
331,5.51666666666667,2.7,5.6,749.785054298939,494.039692881437,512.293271115137,748.89179761823,512.361273402689
332,5.53333333333333,2.7,5.6,749.855512477247,494.229730165899,512.092678890681,749.667085522147,519.465483196417
333,5.55,2.7,5.6,749.923178592591,494.417850393054,511.894021315098,748.863122619034,502.712034089715
334,5.56666666666667,2.7,5.6,749.988150455691,494.60410936239,511.697242559582,749.972674103356,500.149215249867
335,5.58333333333333,2.7,5.6,750.050522761408,494.788561182644,511.502288486125,749.634509333984,510.525300208305
336,5.6,2.7,5.6,750.110387167366,494.971258309317,511.309106610004,751.72629896958,508.594337124239
337,5.61666666666667,2.7,5.6,750.167832372077,495.152251582428,511.117646062027,751.012573689475,523.950053874157
338,5.63333333333333,2.7,5.6,750.222944192471,495.33159026441,510.927857550637,748.370254407108,517.436981789209
339,5.65,2.7,5.6,750.275805640683,495.509322078043,510.73969332398,750.603270224025,516.54481829318
340,5.66666666666667,2.7,5.6,750.326497000023,495.685493244341,510.553107132011,749.289078696171,495.034457769643
341,5.68333333333333,2.7,5.6,750.375095900029,495.860148520323,510.368054188736,750.185844956558,499.97502269396
342,5.7,2.7,5.6,750.421677390507,496.033331236569,510.184491134641,750.54366521291,512.354522507097
343,5.71666666666667,2.7,5.6,750.466314014507,496.205083334531,510.002375999394,751.021132663883,506.26616656846
344,5.73333333333333,2.7,5.6,750.509075880154,496.3754454035,509.821668164868,750.306475043697,523.677213179137
345,5.75,2.7,5.6,750.550030731278,496.54445671721,509.642328328544,751.719645440015,524.046320343315
346,5.76666666666667,2.7,5.6,750.589244016809,496.712155270004,509.46431846734,750.232388650189,503.22655128318
347,5.78333333333333,2.7,5.6,750.626778958875,496.878577812539,509.28760180191,750.86979295253,518.686558167301
348,5.8,2.7,5.6,750.662696619577,497.043759886972,509.112142761453,751.155929337083,524.099274547111
349,5.81666666666667,2.7,5.6,750.69705596642,497.207735861616,508.937906949062,750.760265902219,512.385288232838
350,5.83333333333333,2.7,5.6,750.729913936357,497.370538965011,508.764861107649,751.38358090311,526.199988711078
351,5.85,2.7,5.6,750.761325498448,497.532201319411,508.592973086461,751.00114964673,520.003506826289
352,5.86666666666667,2.7,5.6,750.791343715102,497.692753973642,508.422211808221,750.209507246823,510.721702064712
353,5.88333333333333,2.7,5.6,750.820019801912,497.852226935328,508.252547236898,749.480432775184,517.669413626013
354,5.9,2.7,5.6,750.847403186058,498.010649202465,508.08395034614,752.226479153887,510.171881647406
355,5.91666666666667,2.7,5.6,750.873541563291,498.168048794327,507.916393088365,750.424980237421,503.46045129246
356,5.93333333333333,2.7,5.6,750.898480953497,498.324452781699,507.749848364521,750.975173867452,511.599695171925
357,5.95,2.7,5.6,750.922265754842,498.479887316433,507.584289994543,751.34013563556,507.973321449337
358,5.96666666666667,2.7,5.6,750.944938796508,498.634377660313,507.419692688478,751.029227768084,503.503553943201
359,5.98333333333333,2.7,5.6,750.966541390037,498.787948213234,507.25603201831,750.295234540141,526.276782168086
360,6,2.7,5.6,750.987113379286,498.940622540688,507.093284390469,750.640069159106,509.469757137734
361,6.01666666666667,2.7,5.6,751.006693189008,499.092423400569,506.931427019037,750.914024848168,536.255682280519
362,6.03333333333333,2.7,5.6,751.02531787209,499.243372769283,506.770437899624,752.122705072786,503.589621682475
363,6.05,2.7,5.6,751.043023155449,499.393491867182,506.610295783943,750.404297913464,512.670830011725
364,6.06666666666667,2.7,5.6,751.059843484614,499.542801183318,506.450980155055,751.642067487341,523.448326076182
365,6.08333333333333,2.7,5.6,751.075812067017,499.691320499529,506.29247120328,751.304810436859,535.60440272656
366,6.1,2.7,5.6,751.090960914008,499.839068913856,506.134749802781,750.917436762748,509.395030179014
367,6.11666666666667,2.7,5.6,751.105320881625,499.986064863312,505.977797488797,750.321047104123,497.490421428656
368,6.13333333333333,2.7,5.6,751.118921710138,500.132326146,505.821596435523,750.908089121806,514.449900132644
369,6.15,2.7,5.6,751.131792062393,500.277869942594,505.666129434627,751.067467872808,491.490374411294
370,6.16666666666667,2.7,5.6,751.143959560973,500.422712837196,505.511379874396,750.053668415704,502.570276416007
371,6.18333333333333,2.7,5.6,751.155450824227,500.566870837578,505.357331719494,751.298050049921,508.277182457506
372,6.2,2.7,5.6,751.166291501151,500.71035939482,505.203969491324,750.556149890144,521.201774164947
373,6.21666666666667,2.7,5.6,751.176506305191,500.853193422347,505.051278248986,751.106579788925,520.486178225229
374,6.23333333333333,2.7,5.6,751.186119046961,500.995387314402,504.899243570812,751.435589345949,504.603234171752
375,6.25,2.7,5.6,751.195152665924,501.136954963936,504.74785153647,750.523899353962,514.670873860928
376,6.26666666666667,2.7,5.6,751.203629261041,501.277909779948,504.597088709623,750.989743041026,501.146536999191
377,6.28333333333333,2.7,5.6,751.211570120437,501.418264704283,504.446942121139,751.471316686528,511.547423398395
378,6.3,2.7,5.6,751.2189957501,501.558032227895,504.297399252818,749.856788266362,524.867656152729
379,6.31666666666667,2.7,5.6,751.225925901622,501.697224406598,504.148448021647,751.99462002554,505.832046231084
380,6.33333333333333,2.7,5.6,751.232379599044,501.835852876305,504.00007676456,753.031329768589,500.772315206242
381,6.35,2.7,5.6,751.238375164793,501.97392886778,503.852274223684,751.950250342774,498.481900713657
382,6.36666666666667,2.7,5.6,751.243930244764,502.11146322091,503.705029532068,751.009627424467,511.399932159406
383,6.38333333333333,2.7,5.6,751.249061832552,502.248466398504,503.558332199886,751.567099861007,517.92081312832
384,6.4,2.7,5.6,751.253786292869,502.384948499646,503.41217210108,750.485085587212,526.241974730324
385,6.41666666666667,2.7,5.6,751.258119384171,502.520919272599,503.26653946046,752.651495555859,503.846991185319
386,6.43333333333333,2.7,5.6,751.262076280511,502.656388127282,503.121424841221,751.960078947798,504.872430600886
387,6.45,2.7,5.6,751.265671592638,502.791364147331,502.976819132891,751.84988216135,496.181548740243
388,6.46666666666667,2.7,5.6,751.268919388391,502.92585610175,502.832713539672,750.61902068602,520.145502171434
389,6.48333333333333,2.7,5.6,751.271833212367,503.05987245617,502.689099569183,751.509235470079,501.878780271414
390,6.5,2.7,5.6,751.274426104923,503.193421383725,502.545969021586,750.860171745564,497.463402102207
391,6.51666666666667,2.7,5.6,751.276710620516,503.326510775563,502.403313979072,751.045629991955,525.862060029919
392,6.53333333333333,2.7,5.6,751.2786988454,503.459148250984,502.261126795727,750.855751487251,510.959249877099
393,6.55,2.7,5.6,751.280402414705,503.591341167241,502.119400087725,750.519308071908,509.812921805663
394,6.56666666666667,2.7,5.6,751.281832528922,503.723096628999,501.978126723876,750.607543303462,491.178292739737
395,6.58333333333333,2.7,5.6,751.282999969805,503.854421497462,501.837299816491,751.127256147936,506.498316042605
396,6.6,2.7,5.6,751.283915115707,503.98532239919,501.696912712573,750.023357965251,507.283254897365
397,6.61666666666667,2.7,5.6,751.284587956381,504.115805734601,501.556958985309,751.735427583659,489.826252869059
398,6.63333333333333,2.7,5.6,751.285028107255,504.245877686183,501.417432425861,751.197621776618,498.992400013501
399,6.65,2.7,5.6,751.285244823193,504.375544226408,501.278327035448,751.804021790757,496.92946715531
400,6.66666666666667,2.7,5.6,751.285247011773,504.504811125379,501.139637017707,751.485326303927,506.808844991317
401,6.68333333333333,2.7,5.6,751.285043246088,504.633683958196,501.001356771319,751.65180424118,490.186575610722
402,6.7,2.7,5.6,751.284641777085,504.762168112066,500.863480882899,750.184165978378,512.55962839919
403,6.71666666666667,2.7,5.6,751.284050545466,504.890268793166,500.726004120141,750.527014371289,519.895558522955
404,6.73333333333333,2.7,5.6,751.283277193157,505.017991033248,500.588921425203,750.951606895184,497.326597879119
405,6.75,2.7,5.6,751.282329074369,505.145339696025,500.45222790833,751.363695749134,500.358826086087
406,6.76666666666667,2.7,5.6,751.281213266256,505.272319483311,500.315918841703,752.118735713661,505.75717902669
407,6.78333333333333,2.7,5.6,751.279936579181,505.398934940961,500.179989653511,751.064784002908,513.102916011991
408,6.8,2.7,5.6,751.278505566627,505.525190464578,500.044435922237,752.214576199488,505.650906339201
409,6.81666666666667,2.7,5.6,751.27692653473,505.651090305027,499.909253371143,751.629691745017,504.173528402414
410,6.83333333333333,2.7,5.6,751.275205551478,505.776638573747,499.774437862962,752.146400181086,494.589049437935
411,6.85,2.7,5.6,751.273348455564,505.901839247873,499.639985394775,751.367543180052,497.153705525994
412,6.86666666666667,2.7,5.6,751.271360864932,506.026696175166,499.505892093077,750.784003445652,506.093649273539
413,6.88333333333333,2.7,5.6,751.269248184993,506.151213078772,499.372154209024,750.170050073881,517.445968969231
414,6.9,2.7,5.6,751.267015616551,506.275393561805,499.238768113845,751.382388451512,505.343315096882
415,6.91666666666667,2.7,5.6,751.26466816344,506.399241111762,499.105730294429,751.872033278883,486.152976103795
416,6.93333333333333,2.7,5.6,751.262210639872,506.522759104782,498.973037349065,751.045110246793,503.62410592653
417,6.95,2.7,5.6,751.259647677523,506.645950809743,498.840685983347,750.858384156489,497.85130914446
418,6.96666666666667,2.7,5.6,751.256983732358,506.768819392216,498.708673006219,751.02797150542,496.087522972471
419,6.98333333333333,2.7,5.6,751.254223091199,506.891367918267,498.57699532617,750.440550861467,496.222909085049
420,7,2.7,5.6,751.251369878056,507.013599358131,498.445649947566,750.885556595092,488.996955413552
421,7.01666666666667,2.7,5.6,751.248428060228,507.135516589737,498.314633967118,751.114319457768,494.869195515661
422,7.03333333333333,2.7,5.6,751.245401454166,507.257122402116,498.183944570478,751.279415554605,489.759324315542
423,7.05,2.7,5.6,751.242293731132,507.378419498676,498.053579028963,751.194966656076,494.133881478898
424,7.06666666666667,2.7,5.6,751.239108422646,507.499410500363,497.923534696397,751.692719136642,499.183020643904
425,7.08333333333333,2.7,5.6,751.235848925723,507.620097948697,497.793809006068,751.316962654504,499.666217263473
426,7.1,2.7,5.6,751.232518507929,507.740484308707,497.6643994678,752.578517972037,495.348249591716
427,7.11666666666667,2.7,5.6,751.229120312238,507.860571971745,497.535303665134,751.460641992859,495.896256373965
428,7.13333333333333,2.7,5.6,751.225657361716,507.98036325821,497.406519252607,752.564591740335,497.768330733941
429,7.15,2.7,5.6,751.222132564025,508.099860420159,497.27804395314,750.685576426184,502.199994840208
430,7.16666666666667,2.7,5.6,751.218548715768,508.219065643828,497.149875555516,751.609246617778,510.914594867775
431,7.18333333333333,2.7,5.6,751.21490850666,508.337981052059,497.022011911951,751.021802367274,503.681779065687
432,7.2,2.7,5.6,751.21121452356,508.456608706639,496.894450935765,751.656520265096,493.81557365294
433,7.21666666666667,2.7,5.6,751.207469254336,508.574950610542,496.767190599125,751.648165904707,503.189879370183
434,7.23333333333333,2.7,5.6,751.203675091596,508.693008710104,496.64022893088,749.581647054937,494.003207997588
435,7.25,2.7,5.6,751.199834336278,508.810784897102,496.513564014479,750.215168319334,477.388446753615
436,7.26666666666667,2.7,5.6,751.195949201105,508.928281010769,496.38719398596,750.126717111657,471.177844667091
437,7.28333333333333,2.7,5.6,751.19202181391,509.045498839721,496.261117032014,751.490190430714,477.857103522662
438,7.3,2.7,5.6,751.188054220839,509.162440123822,496.135331388127,752.278943571228,493.58858460534
439,7.31666666666667,2.7,5.6,751.184048389434,509.279106555977,496.009835336785,750.941552231675,489.35505408549
440,7.33333333333333,2.7,5.6,751.180006211597,509.395499783858,495.88462720575,751.782749881041,488.150104728231
441,7.35,2.7,5.6,751.17592950645,509.51162141156,495.759705366398,751.580720263266,496.196363411208
442,7.36666666666667,2.7,5.6,751.171820023078,509.627473001209,495.635068232119,750.391508849414,488.557607689132
443,7.38333333333333,2.7,5.6,751.167679443181,509.743056074495,495.510714256778,751.462599954062,488.7389828042
444,7.4,2.7,5.6,751.163509383617,509.858372114156,495.386641933231,750.605603487515,501.934015412517
445,7.41666666666667,2.7,5.6,751.159311398852,509.973422565408,495.2628497919,752.284381436163,503.665127375058
446,7.43333333333333,2.7,5.6,751.155086983322,510.088208837313,495.1393363994,751.1309226335,521.308252405134
447,7.45,2.7,5.6,751.150837573704,510.202732304106,495.016100357213,752.364749319405,498.263956010828
448,7.46666666666667,2.7,5.6,751.146564551097,510.316994306465,494.893140300418,750.831171151064,495.519495531182
449,7.48333333333333,2.7,5.6,751.142269243128,510.430996152738,494.770454896467,751.579628801233,488.604256140358
450,7.5,2.7,5.6,751.137952925979,510.544739120123,494.648042844001,751.091361836496,492.551461656712
451,7.51666666666667,2.7,5.6,751.133616826328,510.658224455798,494.525902871719,749.63332330023,493.983196951094
452,7.53333333333333,2.7,5.6,751.129262123231,510.771453378023,494.404033737282,750.400520531103,475.547009799857
453,7.55,2.7,5.6,751.124889949919,510.884427077181,494.282434226265,751.579373333159,491.518413348994
454,7.56666666666667,2.7,5.6,751.12050139554,510.997146716801,494.161103151139,751.079775887089,502.211183000025
455,7.58333333333333,2.7,5.6,751.116097506829,511.109613434523,494.040039350304,750.285998361009,487.910030671647
456,7.6,2.7,5.6,751.111679289715,511.221828343044,493.919241687142,750.646906413876,499.227308144879
457,7.61666666666667,2.7,5.6,751.107247710865,511.333792531013,493.798709049123,751.292389874363,504.446779362106
458,7.63333333333333,2.7,5.6,751.10280369918,511.445507063908,493.678440346927,750.36598359632,505.24692516521
459,7.65,2.7,5.6,751.098348147224,511.556972984866,493.558434513618,751.821761214034,501.901715426361
460,7.66666666666667,2.7,5.6,751.093881912603,511.668191315491,493.438690503829,750.618475458612,469.168005128386
461,7.68333333333333,2.7,5.6,751.089405819291,511.779163056627,493.319207292994,752.431581883716,487.257801630254
462,7.7,2.7,5.6,751.084920658909,511.889889189105,493.1999838766,750.28365990086,502.882001889498
463,7.71666666666667,2.7,5.6,751.080427191952,512.000370674462,493.081019269467,751.228225759456,497.319834478511
464,7.73333333333333,2.7,5.6,751.075926148974,512.110608455627,492.962312505062,749.947324440142,493.014449015803
465,7.75,2.7,5.6,751.071418231722,512.220603457591,492.84386263483,750.534483936757,497.536368699853
466,7.76666666666667,2.7,5.6,751.066904114232,512.330356588043,492.725668727556,750.626712380494,504.86264974032
467,7.78333333333333,2.7,5.6,751.062384443886,512.439868737991,492.60772986875,751.360176008031,494.259227628064
468,7.8,2.7,5.6,751.057859842418,512.549140782345,492.49004516005,751.756922765292,484.342389496627
469,7.81666666666667,2.7,5.6,751.053330906895,512.658173580499,492.37261371866,751.276291494851,490.437662055556
470,7.83333333333333,2.7,5.6,751.048798210656,512.766967976871,492.255434676789,750.771979781952,490.023774521989
471,7.85,2.7,5.6,751.04426230421,512.875524801436,492.138507181135,751.649354777215,501.769551573544
472,7.86666666666667,2.7,5.6,751.039723716108,512.983844870233,492.021830392367,751.632497864289,496.450015112282
473,7.88333333333333,2.7,5.6,751.03518295378,513.091928985854,491.905403484642,751.124375272992,497.785764925486
474,7.9,2.7,5.6,751.030640504336,513.199777937917,491.789225645129,751.454506245584,493.376974012845
475,7.91666666666667,2.7,5.6,751.026096835341,513.307392503515,491.673296073559,751.332391474992,487.782546824954
476,7.93333333333333,2.7,5.6,751.021552395562,513.414773447659,491.557613981787,750.289226678115,492.214271490308
477,7.95,2.7,5.6,751.017007615682,513.52192152369,491.442178593373,751.580607313511,493.769596205962
478,7.96666666666667,2.7,5.6,751.012462908989,513.628837473689,491.326989143178,750.524819545058,476.311154426294
479,7.98333333333333,2.7,5.6,751.007918672041,513.735522028865,491.212044876974,750.55981115886,493.133112682847
480,8,2.7,5.6,751.003375285301,513.841975909925,491.097345051071,751.13466982747,501.0595995546
481,8.01666666666667,2.7,5.6,750.998833113754,513.948199827441,490.982888931955,750.770665539116,489.799577902439
482,8.03333333333333,2.7,5.6,750.994292507497,514.054194482189,490.868675795941,750.896481805633,507.756229013963
483,8.05,2.7,5.6,750.989753802305,514.159960565489,490.754704928844,751.431509196327,496.774374123162
484,8.06666666666667,2.7,5.6,750.98521732018,514.265498759525,490.640975625651,751.761967246135,486.126474561212
485,8.08333333333333,2.7,5.6,750.980683369879,514.37080973765,490.527487190217,750.833798064481,488.874113705207
486,8.1,2.7,5.6,750.976152247412,514.475894164688,490.414238934966,751.219289445031,487.458606041618
487,8.11666666666667,2.7,5.6,750.97162423654,514.580752697218,490.301230180602,750.794804520134,492.89086386493
488,8.13333333333333,2.7,5.6,750.967099609233,514.685385983852,490.188460255839,751.137460504003,498.293792124657
489,8.15,2.7,5.6,750.962578626128,514.789794665495,490.07592849713,751.289057071507,486.94081617344
490,8.16666666666667,2.7,5.6,750.958061536961,514.893979375605,489.963634248416,750.500347017725,494.887337629371
491,8.18333333333333,2.7,5.6,750.953548580979,514.997940740438,489.851576860876,751.157477476867,508.703376765812
492,8.2,2.7,5.6,750.949039987349,515.101679379284,489.739755692696,751.39505769544,499.743964645852
493,8.21666666666667,2.7,5.6,750.944535975537,515.20519590469,489.628170108836,751.013028475356,498.491510209793
494,8.23333333333333,2.7,5.6,750.940036755687,515.308490922688,489.516819480815,752.223579068233,480.765790862221
495,8.25,2.7,5.6,750.935542528969,515.411565032999,489.405703186498,750.483992904973,483.668350304202
496,8.26666666666667,2.7,5.6,750.931053487932,515.514418829239,489.294820609892,750.384155137333,491.899825428221
497,8.28333333333333,2.7,5.6,750.926569816829,515.617052899112,489.184171140954,749.628159371489,488.10321216792
498,8.3,2.7,5.6,750.922091691934,515.719467824598,489.0737541754,751.597669766032,471.620733828004
499,8.31666666666667,2.7,5.6,750.917619281855,515.821664182139,488.963569114526,751.560994536141,472.698664458802
500,8.33333333333333,2.7,5.6,750.913152747822,515.923642542806,488.853615365032,750.853872261241,499.874889441043
501,8.35,2.7,5.6,750.908692243972,516.025403472471,488.743892338854,751.57536142809,480.601603247056
502,8.36666666666667,2.7,5.6,750.904237917621,516.126947531967,488.634399453006,751.040545857555,510.955822488078
503,8.38333333333333,2.7,5.6,750.899789909531,516.228275277244,488.525136129421,751.115556189615,464.660999989462
504,8.4,2.7,5.6,750.895348354152,516.329387259519,488.416101794802,750.979153334182,493.235823272466
505,8.41666666666667,2.7,5.6,750.890913379877,516.430284025418,488.307295880479,751.21735790402,488.314020359951
506,8.43333333333333,2.7,5.6,750.886485109262,516.530966117117,488.198717822271,750.961918642488,480.076707642379
507,8.45,2.7,5.6,750.882063659266,516.631434072471,488.09036706035,752.950266398304,492.432815693037
508,8.46666666666667,2.7,5.6,750.877649141451,516.731688425151,487.982243039115,750.011983689047,479.456263158589
509,8.48333333333333,2.7,5.6,750.873241662202,516.831729704757,487.874345207068,749.497351742846,497.10841672924
510,8.5,2.7,5.6,750.868841322919,516.931558436946,487.766673016693,750.022455913574,488.48484833872
511,8.51666666666667,2.7,5.6,750.864448220215,517.03117514354,487.659225924343,750.053187375685,470.052205316028
512,8.53333333333333,2.7,5.6,750.860062446098,517.130580342641,487.552003390129,750.538324348114,461.510189320511
513,8.55,2.7,5.6,750.855684088147,517.229774548734,487.445004877814,750.730679438467,484.396671469322
514,8.56666666666667,2.7,5.6,750.851313229687,517.328758272792,487.338229854712,750.689161328148,499.644189505635
515,8.58333333333333,2.7,5.6,750.846949949951,517.427532022372,487.231677791586,751.248620101255,489.177435961309
516,8.6,2.7,5.6,750.842594324242,517.526096301711,487.125348162558,751.131429847493,487.707995617127
517,8.61666666666667,2.7,5.6,750.838246424078,517.624451611817,487.019240445012,751.395658330717,494.405714691923
518,8.63333333333333,2.7,5.6,750.833906317349,517.722598450557,486.91335411951,752.153372194623,471.948159696196
519,8.65,2.7,5.6,750.829574068446,517.820537312742,486.807688669708,751.737086481833,502.116116676356
520,8.66666666666667,2.7,5.6,750.825249738407,517.918268690209,486.70224358227,749.873073708791,477.102282146866
521,8.68333333333333,2.7,5.6,750.820933385043,518.015793071898,486.597018346794,749.092849133961,487.002611224302
522,8.7,2.7,5.6,750.816625063061,518.113110943927,486.492012455734,751.48585821154,482.587278300582
523,8.71666666666667,2.7,5.6,750.81232482419,518.210222789667,486.387225404327,749.450280920859,487.993462025954
524,8.73333333333333,2.7,5.6,750.808032717292,518.307129089813,486.282656690525,750.857566345578,465.398532230341
525,8.75,2.7,5.6,750.803748788476,518.403830322446,486.178305814925,750.830074566968,502.544936982247
526,8.76666666666667,2.7,5.6,750.799473081209,518.500326963104,486.074172280704,752.452031795209,491.936173485705
527,8.78333333333333,2.7,5.6,750.795205636411,518.596619484843,485.970255593558,750.743848659927,507.556876884722
528,8.8,2.7,5.6,750.790946492563,518.692708358296,485.866555261642,750.414512778619,501.081598159258
529,8.81666666666667,2.7,5.6,750.786695685796,518.78859405173,485.763070795507,750.961666462848,485.886373143563
530,8.83333333333333,2.7,5.6,750.782453249987,518.884277031107,485.659801708052,750.964840450092,475.574411999647
531,8.85,2.7,5.6,750.778219216845,518.979757760133,485.55674751446,750.830192762232,466.880871427185
532,8.86666666666667,2.7,5.6,750.773993615996,519.075036700312,485.453907732156,750.322426877517,485.636175966808
533,8.88333333333333,2.7,5.6,750.76977647507,519.170114310996,485.351281880752,749.862612186972,487.705050545839
534,8.9,2.7,5.6,750.765567819772,519.264991049434,485.248869481995,751.000411087484,496.480982834857
535,8.91666666666667,2.7,5.6,750.761367673962,519.359667370815,485.146670059728,749.764958700389,474.933116356092
536,8.93333333333333,2.7,5.6,750.757176059729,519.454143728317,485.044683139841,749.991295276427,493.580807461376
537,8.95,2.7,5.6,750.752992997455,519.54842057315,484.942908250228,751.740755184173,485.710064408419
