k_ind,t_sim,P_1,P_2,X_1,X_2,X_3,Y_m_1,Y_m_2
538,8.96666666666667,2.7,5.6,750.748818505891,519.642498354595,484.841344920745,750.437992335178,476.531947590339
539,8.98333333333333,2.7,5.6,750.744652602213,519.736377520043,484.739992683171,750.640533884447,493.054490883393
540,9,2.7,5.6,750.740495302093,519.83005851504,484.638851071168,751.408163470134,487.491982742261
541,9.01666666666667,2.7,5.6,750.736346619749,519.923541783318,484.537919620247,750.513664253583,482.012886218131
542,9.03333333333333,2.7,5.6,750.732206568014,520.016827766833,484.437197867726,751.495995926395,504.599316363788
543,9.05,2.7,5.6,750.728075158382,520.1099169058,484.336685352701,750.472036207479,490.879916534919
544,9.06666666666667,2.7,5.6,750.723952401063,520.202809638727,484.23638161601,751.475451384347,483.052040155516
545,9.08333333333333,2.7,5.6,750.719838305042,520.295506402445,484.136286200201,751.186804567061,487.116179444949
546,9.1,2.7,5.6,750.715732878116,520.388007632141,484.0363986495,750.557675686797,484.971271770933
547,9.11666666666667,2.7,5.6,750.711636126953,520.480313761389,483.936718509783,750.06928872415,485.801107882221
548,9.13333333333333,2.7,5.6,750.707548057129,520.572425222174,483.837245328546,749.933561697536,488.708814315752
549,9.15,2.7,5.6,750.703468673175,520.664342444925,483.737978654877,750.50307761419,477.256195002063
550,9.16666666666667,2.7,5.6,750.699397978623,520.75606585854,483.63891803943,750.374297092766,475.078881052754
551,9.18333333333333,2.7,5.6,750.695335976041,520.847595890411,483.540063034396,750.392099634462,487.413432193478
552,9.2,2.7,5.6,750.691282667073,520.938932966449,483.441413193482,751.421073231596,503.68729780813
553,9.21666666666667,2.7,5.6,750.687238052479,521.030077511113,483.342968071886,750.466346771624,480.047701610675
554,9.23333333333333,2.7,5.6,750.683202132169,521.121029947424,483.24472722627,751.531811883961,472.368071885813
555,9.25,2.7,5.6,750.679174905238,521.211790696996,483.146690214741,750.284712778048,480.584711459025
556,9.26666666666667,2.7,5.6,750.675156370002,521.302360180054,483.048856596831,751.396800140184,477.850537523669
557,9.28333333333333,2.7,5.6,750.671146524026,521.392738815454,482.951225933469,750.283636664161,479.435545770536
558,9.3,2.7,5.6,750.667145364158,521.482927020705,482.853797786968,750.798166087782,487.960860934958
559,9.31666666666667,2.7,5.6,750.663152886555,521.572925211991,482.756571721003,751.383440351633,481.360319190135
560,9.33333333333333,2.7,5.6,750.659169086717,521.662733804183,482.65954730059,750.352001658686,476.276193055587
561,9.35,2.7,5.6,750.655193959508,521.752353210861,482.56272409207,750.329997235,477.796667477543
562,9.36666666666667,2.7,5.6,750.65122749919,521.841783844335,482.466101663092,752.13774333245,468.262133246334
563,9.38333333333333,2.7,5.6,750.647269699442,521.931026115656,482.369679582591,751.352906876107,473.138422257367
564,9.4,2.7,5.6,750.643320553384,522.020080434636,482.273457420781,750.322773701338,467.097824828388
565,9.41666666666667,2.7,5.6,750.639380053609,522.108947209863,482.177434749129,751.120894080732,476.635746179242
566,9.43333333333333,2.7,5.6,750.635448192193,522.197626848715,482.081611140345,750.368271576737,470.427657581553
567,9.45,2.7,5.6,750.63152496073,522.286119757379,481.985986168366,751.155291645087,474.391102903594
568,9.46666666666667,2.7,5.6,750.62761035034,522.374426340858,481.890559408344,751.67817035912,478.650789586937
569,9.48333333333333,2.7,5.6,750.623704351701,522.462547002994,481.795330436626,749.433153725602,468.902599425809
570,9.5,2.7,5.6,750.619806955057,522.550482146472,481.700298830748,751.383215932257,481.492348091301
571,9.51666666666667,2.7,5.6,750.615918150247,522.638232172842,481.605464169416,751.697730243498,485.26104402881
572,9.53333333333333,2.7,5.6,750.612037926714,522.725797482524,481.510826032497,750.647261648584,471.165725283679
573,9.55,2.7,5.6,750.608166273528,522.813178474822,481.416384001006,751.903888752436,493.379912574438
574,9.56666666666667,2.7,5.6,750.604303179402,522.900375547941,481.322137657094,750.719600714939,464.287365381595
575,9.58333333333333,2.7,5.6,750.600448632702,522.987389098993,481.228086584035,749.682505826682,477.020211946101
576,9.6,2.7,5.6,750.596602621471,523.074219524005,481.134230366217,748.969029866576,465.18870033141
577,9.61666666666667,2.7,5.6,750.592765133438,523.16086721794,481.040568589131,750.345377089529,477.339272802965
578,9.63333333333333,2.7,5.6,750.588936156033,523.247332574698,480.947100839361,751.118385286535,466.728244011822
579,9.65,2.7,5.6,750.5851156764,523.333615987128,480.853826704574,750.82063221446,474.680099332606
580,9.66666666666667,2.7,5.6,750.581303681412,523.419717847042,480.760745773508,750.88820259101,472.805555518984
581,9.68333333333333,2.7,5.6,750.577500157684,523.50563854522,480.667857635963,750.149302654624,467.940937503956
582,9.7,2.7,5.6,750.573705091579,523.591378471417,480.575161882797,750.680554428221,458.398565090995
583,9.71666666666667,2.7,5.6,750.569918469229,523.67693801438,480.482658105911,749.354028497618,486.551400489506
584,9.73333333333333,2.7,5.6,750.566140276539,523.762317561849,480.390345898241,750.002153497552,501.87187491545
585,9.75,2.7,5.6,750.562370499198,523.847517500568,480.298224853756,749.954826021781,504.176764569068
586,9.76666666666667,2.7,5.6,750.558609122695,523.932538216293,480.20629456744,750.94424795769,474.920307295051
587,9.78333333333333,2.7,5.6,750.554856132321,524.0173800938,480.114554635293,750.544349368471,479.620483118813
588,9.8,2.7,5.6,750.551111513185,524.102043516892,480.023004654319,749.693708721916,475.020881811651
589,9.81666666666667,2.7,5.6,750.547375250219,524.186528868407,479.931644222518,750.540307762475,480.747319643548
590,9.83333333333333,2.7,5.6,750.54364732819,524.270836530226,479.840472938882,750.031807909267,469.972886960608
591,9.85,2.7,5.6,750.539927731706,524.354966883275,479.749490403385,750.045236959734,459.134419873083
592,9.86666666666667,2.7,5.6,750.536216445224,524.438920307538,479.658696216977,751.177415315728,479.267296861047
593,9.88333333333333,2.7,5.6,750.532513453058,524.52269718206,479.568089981581,750.616670674738,466.410239776324
594,9.9,2.7,5.6,750.52881873939,524.606297884956,479.477671300079,750.824403971246,459.045526726969
595,9.91666666666667,2.7,5.6,750.525132288273,524.689722793413,479.387439776314,751.181037946827,504.886869212282
596,9.93333333333333,2.7,5.6,750.521454083637,524.772972283699,479.297395015078,750.655205292576,476.791262049319
597,9.95,2.7,5.6,750.517784109301,524.856046731171,479.207536622108,750.926518164668,483.545215762108
598,9.96666666666667,2.7,5.6,750.514122348974,524.938946510275,479.117864204082,751.020881841849,491.924976960974
599,9.98333333333333,2.7,5.6,750.510468786264,525.021671994554,479.028377368612,751.379060412011,460.934067335281
600,10,2.7,5.6,750.506823404683,525.104223556658,478.939075724236,750.859911960444,483.376290935898
601,10.0166666666667,2.7,5.6,750.503186187653,525.186601568341,478.849958880418,751.551062840995,484.238702535582
602,10.0333333333333,2.7,5.6,750.499557118511,525.268806400472,478.761026447538,750.516332613868,479.653137514602
603,10.05,2.7,5.6,750.495936180515,525.350838423039,478.672278036891,750.460417078131,480.367029115085
604,10.0666666666667,2.7,5.6,750.492323356847,525.432698005153,478.583713260678,751.754713670319,472.913610657101
605,10.0833333333333,2.7,5.6,750.488718630622,525.514385515051,478.495331732003,750.110512539748,486.261003648165
606,10.1,2.7,5.6,750.485121984886,525.595901320105,478.407133064872,750.483003604459,469.278759721597
607,10.1166666666667,2.7,5.6,750.481533402628,525.677245786821,478.31911687418,751.164074775844,469.765952168231
608,10.1333333333333,2.7,5.6,750.477952866779,525.75841928085,478.231282775715,750.589110946392,486.02140828963
609,10.15,2.7,5.6,750.474380360217,525.839422166989,478.143630386149,751.516840976909,496.257118068932
610,10.1666666666667,2.7,5.6,750.470815865773,525.920254809181,478.056159323036,751.238134048134,473.906285942636
611,10.1833333333333,2.7,5.6,750.467259366234,526.000917570525,477.968869204805,750.683604520502,472.544327042177
612,10.2,2.7,5.6,750.463710844344,526.081410813279,477.881759650759,749.886658528917,482.264473279033
613,10.2166666666667,2.7,5.6,750.460170282809,526.161734898863,477.794830281068,750.880658787183,489.311935244659
614,10.2333333333333,2.7,5.6,750.456637664303,526.241890187863,477.708080716769,749.430732763969,488.104216967696
615,10.25,2.7,5.6,750.453112971467,526.321877040031,477.621510579759,750.634513180755,480.522873601523
616,10.2666666666667,2.7,5.6,750.449596186917,526.401695814298,477.535119492792,751.049457778868,470.721593300568
617,10.2833333333333,2.7,5.6,750.446087293241,526.481346868769,477.448907079476,750.604164233467,484.212563636203
618,10.3,2.7,5.6,750.442586273007,526.560830560729,477.362872964269,751.095306728869,476.511902446829
619,10.3166666666667,2.7,5.6,750.439093108762,526.640147246648,477.277016772476,751.951939287312,492.065450811152
620,10.3333333333333,2.7,5.6,750.435607783037,526.719297282182,477.191338130242,751.121165659965,462.067135988359
621,10.35,2.7,5.6,750.43213027835,526.79828102218,477.105836664557,750.630183023724,478.622664943282
622,10.3666666666667,2.7,5.6,750.428660577203,526.877098820682,477.020512003243,750.904773414968,490.872098304903
623,10.3833333333333,2.7,5.6,750.425198662095,526.955751030927,476.935363774958,750.740908795969,471.619747927357
624,10.4,2.7,5.6,750.421744515511,527.034238005354,476.850391609188,749.446219675924,470.139771620985
625,10.4166666666667,2.7,5.6,750.418298119935,527.112560095604,476.765595136247,750.109320994918,466.738362818363
626,10.4333333333333,2.7,5.6,750.414859457847,527.190717652525,476.680973987272,751.323577823838,473.687468412994
627,10.45,2.7,5.6,750.411428511723,527.268711026175,476.596527794222,750.379089031208,474.442889730345
628,10.4666666666667,2.7,5.6,750.408005264044,527.346540565823,476.512256189873,750.840163335911,477.980856283461
629,10.4833333333333,2.7,5.6,750.404589697291,527.424206619955,476.428158807816,749.657766641923,466.94099206629
630,10.5,2.7,5.6,750.401181793948,527.501709536271,476.344235282453,750.449053216743,477.230692572512
631,10.5166666666667,2.7,5.6,750.397781536507,527.579049661695,476.260485248998,750.843198162803,469.774868843893
632,10.5333333333333,2.7,5.6,750.394388907467,527.656227342374,476.176908343468,749.384144810957,472.216766786399
633,10.55,2.7,5.6,750.391003889334,527.733242923681,476.093504202685,750.648917622248,467.091553864249
634,10.5666666666667,2.7,5.6,750.387626464627,527.810096750214,476.010272464274,750.25269879653,472.97649051955
635,10.5833333333333,2.7,5.6,750.384256615874,527.886789165808,475.927212766656,749.687121819545,514.267592690286
636,10.6,2.7,5.6,750.380894325618,527.963320513528,475.844324749048,750.353044699514,512.441222364038
637,10.6166666666667,2.7,5.6,750.377539576415,528.039691135677,475.761608051461,748.970481642148,488.079505865983
638,10.6333333333333,2.7,5.6,750.37419235084,528.115901373796,475.679062314697,748.795233588848,484.134208219268
639,10.65,2.7,5.6,750.370852631478,528.191951568668,475.596687180344,749.497575520088,461.869491835234
640,10.6666666666667,2.7,5.6,750.367520400939,528.267842060319,475.514482290778,749.632545493339,469.235952383018
641,10.6833333333333,2.7,5.6,750.364195641845,528.343573188021,475.432447289157,749.493805655013,468.780030455291
642,10.7,2.7,5.6,750.360878336845,528.419145290296,475.350581819421,749.080610917014,481.099715051791
643,10.7166666666667,2.7,5.6,750.357568468601,528.494558704915,475.268885526286,750.571433711133,480.456166474359
644,10.7333333333333,2.7,5.6,750.354266019804,528.569813768901,475.187358055247,749.171381699366,476.352380451827
645,10.75,2.7,5.6,750.350970973165,528.644910818537,475.105999052572,750.432753359289,471.451341098901
646,10.7666666666667,2.7,5.6,750.347683311416,528.71985018936,475.024808165298,750.931686785274,465.08119613566
647,10.7833333333333,2.7,5.6,750.344403017318,528.794632216165,474.943785041235,750.342750741873,475.000939989631
648,10.8,2.7,5.6,750.341130073652,528.869257233013,474.862929328957,750.410216773616,487.097394861769
649,10.8166666666667,2.7,5.6,750.337864463229,528.943725573228,474.782240677805,750.05727192724,479.372100476405
650,10.8333333333333,2.7,5.6,750.334606168886,529.0180375694,474.701718737882,749.23446049448,476.646004021473
651,10.85,2.7,5.6,750.331355173484,529.092193553386,474.62136316005,750.298841783148,481.682695553777
652,10.8666666666667,2.7,5.6,750.328111459916,529.166193856316,474.541173595932,751.041043766984,480.815971403573
653,10.8833333333333,2.7,5.6,750.324875011101,529.240038808589,474.461149697904,751.6146527511,457.100462784453
654,10.9,2.7,5.6,750.321645809988,529.313728739883,474.381291119099,750.002432778108,474.582927660234
655,10.9166666666667,2.7,5.6,750.318423839555,529.38726397915,474.301597513401,749.110950369094,469.7267789693
656,10.9333333333333,2.7,5.6,750.315209082812,529.46064485462,474.222068535443,750.438638922217,452.376615707577
657,10.95,2.7,5.6,750.312001522797,529.533871693806,474.142703840607,750.591190828352,459.874049433884
658,10.9666666666667,2.7,5.6,750.308801142581,529.606944823502,474.063503085021,750.140403897769,470.627931538452
659,10.9833333333333,2.7,5.6,750.305607925266,529.679864569786,473.984465925556,749.453115006369,482.849589114875
660,11,2.7,5.6,750.302421853987,529.752631258024,473.905592019826,751.804476642848,471.442987248277
661,11.0166666666667,2.7,5.6,750.299242911909,529.82524521287,473.826881026184,748.548476466778,476.643454760972
662,11.0333333333333,2.7,5.6,750.296071082233,529.897706758266,473.748332603722,749.917671824249,464.104032293399
663,11.05,2.7,5.6,750.292906348191,529.97001621745,473.669946412268,749.31226015981,450.500515349185
664,11.0666666666667,2.7,5.6,750.289748693049,530.042173912953,473.591722112383,749.817741531802,474.600388077074
665,11.0833333333333,2.7,5.6,750.286598100109,530.114180166599,473.513659365361,750.522443853051,463.297970432856
666,11.1,2.7,5.6,750.283454552704,530.186035299512,473.435757833228,750.385886149746,486.029373686146
667,11.1166666666667,2.7,5.6,750.280318034203,530.257739632117,473.358017178735,749.752952608693,491.992946783546
668,11.1333333333333,2.7,5.6,750.277188528011,530.329293484139,473.280437065362,750.853725144837,469.288421538294
669,11.15,2.7,5.6,750.274066017566,530.400697174604,473.203017157314,750.735882309301,486.01437789938
670,11.1666666666667,2.7,5.6,750.270950486343,530.471951021846,473.125757119519,750.751307102654,483.367936921056
671,11.1833333333333,2.7,5.6,750.267841917851,530.543055343505,473.048656617625,749.952023210059,457.851078311717
672,11.2,2.7,3,750.264740295636,530.614010456528,472.971715317999,751.042787219954,472.613468462168
673,11.2166666666667,2.7,3,749.766561690754,530.684816677175,472.894932887728,750.256806348838,475.699337668143
674,11.2333333333333,2.7,3,749.28441902219,530.765705529523,472.808077786106,751.145928197294,478.425039084884
675,11.25,2.7,3,748.817614150981,530.856189246067,472.711637764035,749.606701203149,479.980328455312
676,11.2666666666667,2.7,3,748.365490414165,530.955809883353,472.606070748399,749.223926280934,479.849080110956
677,11.2833333333333,2.7,3,747.927429395055,531.064136970859,472.491807193174,747.96673968493,479.777812017112
678,11.3,2.7,3,747.502848004204,531.180765386868,472.369252203558,746.546865590022,469.012146016515
679,11.3166666666667,2.7,3,747.09119583577,531.30531343555,472.238787458892,746.815749670127,476.311865501827
680,11.3333333333333,2.7,3,746.691952768553,531.437421102801,472.100772956817,746.129671166511,447.904645914159
681,11.35,2.7,3,746.30462678494,531.576748471299,471.95554859822,745.886161848506,459.407462116272
682,11.3666666666667,2.7,3,745.92875198433,531.722974277634,471.803435630102,746.340664795851,484.712546407055
683,11.3833333333333,2.7,3,745.563886770517,531.875794596529,471.644737961361,745.150757447066,464.548405492448
684,11.4,2.7,3,745.20961219499,532.034921638945,471.479743364682,744.545438248462,474.997727454759
685,11.4166666666667,2.7,3,744.865530440257,532.200082652455,471.308724576165,744.561809270805,487.506009406188
686,11.4333333333333,2.7,3,744.531263429171,532.371018913634,471.131940302939,744.411885448251,461.585058095509
687,11.45,2.7,3,744.206451547835,532.547484803362,470.949636147851,744.510177695233,460.646919216242
688,11.4666666666667,2.7,3,743.890752471092,532.729246957013,470.762045459281,743.183896561229,465.470240131585
689,11.4833333333333,2.7,3,743.583840080806,532.916083482362,470.569390113237,743.819289645271,475.306337773572
690,11.5,2.7,3,743.285403468245,533.107783238838,470.371881234101,743.343294368331,468.17271320732
691,11.5166666666667,2.7,3,742.995146012777,533.304145172443,470.169719859708,743.977840016054,459.668073445193
692,11.5333333333333,2.7,3,742.712784529959,533.50497770126,469.963097555838,742.554612029035,453.069651206534
693,11.55,2.7,3,742.438048482802,533.710098147007,469.752196984663,742.338265328542,465.775587770998
694,11.5666666666667,2.7,3,742.170679250622,533.919332208545,469.537192431237,741.301533233725,467.16209012408
695,11.5833333333333,2.7,3,741.9104294505,534.132513473708,469.318250291676,740.882564539569,463.570064581925
696,11.6,2.7,3,741.657062306817,534.349482966113,469.095529526328,741.887459479219,466.281948387712
697,11.6166666666667,2.7,3,741.410351064838,534.570088724038,468.869182080915,741.225230178998,457.104425854509
698,11.6333333333333,2.7,3,741.170078444638,534.794185408635,468.639353278311,741.543856533995,474.538120959058
699,11.65,2.7,3,740.936036132102,535.021633939092,468.406182183375,740.273681370722,445.050757301352
700,11.6666666666667,2.7,3,740.708024303972,535.252301152541,468.169801943056,742.124140453098,469.722963299694
701,11.6833333333333,2.7,3,740.485851184232,535.48605948671,467.930340103727,740.576546364007,475.115759198874
702,11.7,2.7,3,740.26933262936,535.722786683547,467.687918907573,741.046231313398,458.571493731773
703,11.7166666666667,2.7,3,740.05829174021,535.96236551214,467.442655569661,739.889916952312,466.829507689529
704,11.7333333333333,2.7,3,739.852558498477,536.204683509477,467.194662537187,739.731982057849,470.328447016347
705,11.75,2.7,3,739.651969425885,536.449632737657,466.944047732262,740.163987934096,460.343044611237
706,11.7666666666667,2.7,3,739.456367264395,536.697109556334,466.690914779469,739.868738788783,466.544386934259
707,11.7833333333333,2.7,3,739.265600675898,536.947014409245,466.435363219331,738.434371464794,470.861462167967
708,11.8,2.7,3,739.079523959954,537.199251623806,466.177488708722,737.942265743619,456.112502054539
709,11.8166666666667,2.7,3,738.897996788292,537.453729222805,465.917383209169,738.083378903293,474.886969780185
710,11.8333333333333,2.7,3,738.720883954871,537.710358747343,465.655135163911,737.670380150267,477.410478234081
711,11.85,2.7,3,738.548055140416,537.969055090218,465.390829664516,738.592256517132,468.840310736602
712,11.8666666666667,2.7,3,738.379384690424,538.229736339023,465.124548607787,738.074236503679,465.28686049375
713,11.8833333333333,2.7,3,738.214751405705,538.492323628275,464.856370843623,737.941687441789,452.349720950957
714,11.9,2.7,3,738.054038344631,538.756740999976,464.586372314469,737.044203702621,469.900961941785
715,11.9166666666667,2.7,3,737.897132636287,539.022915272018,464.314626186903,738.475571668409,451.256408089891
716,11.9333333333333,2.7,3,737.743925303812,539.290775913917,464.041202975907,738.069968348584,481.126265846294
717,11.95,2.7,3,737.594311097262,539.560254929384,463.76617066229,737.527811214326,469.420512684206
718,11.9666666666667,2.7,3,737.448188335388,539.83128674529,463.489594803731,738.205903982955,466.333746479272
719,11.9833333333333,2.7,3,737.305458755733,540.103808106611,463.211538639828,736.656965992681,458.984297295005
720,12,2.7,3,737.166027372548,540.377757976966,462.932063191562,737.473734989989,439.55849337983
721,12.0166666666667,2.7,3,737.029802342027,540.653077444393,462.65122735552,737.288345712392,449.809898755565
722,12.0333333333333,2.7,3,736.896694834406,540.929709632044,462.369087993203,737.155841611571,466.292714927921
723,12.05,2.7,3,736.766618912504,541.207599613477,462.085700015727,736.225517439923,487.99533844974
724,12.0666666666667,2.7,3,736.639491416323,541.486694332282,461.801116464207,736.882006880905,469.75137161323
725,12.0833333333333,2.7,3,736.515231853338,541.766942525755,461.515388586073,736.133189681707,464.842064799716
726,12.1,2.7,3,736.393762294143,542.048294652403,461.228565907572,735.72859925047,455.407623560935
727,12.1166666666667,2.7,3,736.275007273127,542.33070282302,460.940696302688,735.382182278807,462.254017700336
728,12.1333333333333,2.7,3,736.158893693911,542.614120735157,460.651826058676,736.928952898409,470.986706092627
729,12.15,2.7,3,736.045350739241,542.898503610753,460.361999938423,735.417660133688,457.634310121131
730,12.1666666666667,2.7,3,735.934309785115,543.183808136783,460.071261239811,735.806007712674,480.388720564502
731,12.1833333333333,2.7,3,735.825704318877,543.469992408707,459.77965185226,734.928884494259,446.674122418435
732,12.2,2.7,3,735.719469861076,543.757015876595,459.487212310603,735.499001775479,455.446425384165
733,12.2166666666667,2.7,3,735.615543890876,544.044839293766,459.193981846452,733.217371846289,459.75707090432
734,12.2333333333333,2.7,3,735.513865774817,544.333424667795,458.899998437189,734.707342026557,437.914750492654
735,12.25,2.7,3,735.41437669875,544.622735213763,458.605298852713,734.355961068416,464.677915786974
736,12.2666666666667,2.7,3,735.31701960278,544.912735309627,458.309918700072,734.564297133143,459.145431226251
737,12.2833333333333,2.7,3,735.22173911905,545.2033904536,458.013892466083,735.063494865326,458.88062322119
738,12.3,2.7,3,735.128481512213,545.49466722342,457.717253558064,734.887073459185,466.252415431422
739,12.3166666666667,2.7,3,735.037194622467,545.78653323742,457.42003434276,736.479937784106,468.629253520542
740,12.3333333333333,2.7,3,734.947827811006,546.078957117303,457.122266183578,734.523572082991,465.737729303393
741,12.35,2.7,3,734.860331907763,546.371908452517,456.823979476195,734.674807957461,451.78880579786
742,12.3666666666667,2.7,3,734.774659161342,546.665357766176,456.525203682655,733.610227082349,456.024801582388
743,12.3833333333333,2.7,3,734.690763191015,546.959276482417,456.225967363999,734.336545254554,460.022052957563
744,12.4,2.7,3,734.608598940691,547.253636895144,455.926298211529,733.615820263748,442.42826016293
745,12.4166666666667,2.7,3,734.528122634747,547.548412138071,455.626223076758,734.550604510398,444.499245433932
746,12.4333333333333,2.7,3,734.449291735647,547.843576156015,455.325768000122,735.082282117145,450.740188733542
747,12.45,2.7,3,734.372064903247,548.139103677366,455.024958238512,734.672020974358,455.859119855612
748,12.4666666666667,2.7,3,734.296401955713,548.434970187672,454.72381829168,733.776541757357,473.958409272917
749,12.4833333333333,2.7,3,734.222263831974,548.731151904307,454.422371927579,733.012401005556,462.984978001849
750,12.5,2.7,3,734.149612555635,549.027625752141,454.120642206692,735.232942339011,449.368184250235
751,12.5166666666667,2.7,3,734.078411200282,549.324369340184,453.818651505385,735.599542908122,447.062213182515
752,12.5333333333333,2.7,3,734.008623856119,549.621360939151,453.516421538342,734.098035301096,469.989393492384
753,12.55,2.7,3,733.94021559787,549.918579459901,453.213973380129,733.205708607538,482.572197075434
754,12.5666666666667,2.7,3,733.873152453885,550.216004432719,452.911327485911,734.761898887827,454.7096231781
755,12.5833333333333,2.7,3,733.807401376415,550.51361598739,452.608503711375,733.367650462533,447.465491832802
756,12.6,2.7,3,733.742930212971,550.811394834038,452.305521331896,733.394331665459,437.133618626523
757,12.6166666666667,2.7,3,733.679707678752,551.109322244689,452.002399060968,734.33739969254,462.473770772409
758,12.6333333333333,2.7,3,733.61770333007,551.407380035529,451.699155067952,732.589870237646,454.810736958459
759,12.65,2.7,3,733.556887538742,551.705550549825,451.39580699515,732.104976104702,463.912291611879
760,12.6666666666667,2.7,3,733.497231467405,552.00381664148,451.092371974253,733.809378772954,441.332873654988
761,12.6833333333333,2.7,3,733.438707045708,552.302161659187,450.788866642188,733.736054640333,453.372642542032
762,12.7,2.7,3,733.381286947348,552.600569431166,450.485307156373,733.451882428483,443.460849516415
763,12.7166666666667,2.7,3,733.324944567917,552.899024250458,450.181709209435,733.693484386511,463.874720950849
764,12.7333333333333,2.7,3,733.269654003519,553.19751086074,449.878088043387,734.07267652587,443.958300881935
765,12.75,2.7,3,733.215390030134,553.49601444265,449.574458463304,733.935462289093,448.635687217957
766,12.7666666666667,2.7,3,733.162128083685,553.794520600603,449.270834850509,732.740249462456,445.535244632399
767,12.7833333333333,2.7,3,733.109844240791,554.093015350057,448.967231175303,733.710843519194,459.642388792134
768,12.8,2.7,3,733.058515200178,554.391485105242,448.663661009242,733.187064750077,453.265065507517
769,12.8166666666667,2.7,3,733.008118264704,554.689916667304,448.360137536989,732.633005678866,437.57518762805
770,12.8333333333333,2.7,3,732.958631324004,554.988297212858,448.056673567761,732.073198427164,441.2616057724
771,12.85,2.7,3,732.910032837698,555.28661428294,447.753281546378,733.390085274347,436.522356240623
772,12.8666666666667,2.7,3,732.862301819159,555.584855772329,447.449973563941,732.599913850479,452.881266845528
773,12.8833333333333,2.7,3,732.81541781982,555.883009919233,447.146761368143,732.849872238622,450.711944335944
774,12.9,2.7,3,732.769360913984,556.18106529532,446.843656373243,732.18099386735,429.279325879573
775,12.9166666666667,2.7,3,732.724111684134,556.479010796085,446.540669669697,731.573629943848,426.061205864601
776,12.9333333333333,2.7,3,732.679651206715,556.776835631532,446.237812033473,732.806968282325,445.803929769476
777,12.95,2.7,3,732.635961038367,557.074529317169,445.935093935062,732.589853807762,453.422950295464
778,12.9666666666667,2.7,3,732.593023202603,557.372081665286,445.63252554819,733.482701887554,447.445465208938
779,12.9833333333333,2.7,3,732.550820176907,557.669482776539,445.330116758248,733.14568459709,428.749744219895
780,13,2.7,3,732.509334880235,557.96672303178,445.02787717045,733.290886877964,428.361519457368
781,13.0166666666667,2.7,3,732.468550660912,558.263793084169,444.725816117723,731.912884110525,454.038231728595
782,13.0333333333333,2.7,3,732.428451284904,558.560683851533,444.423942668355,731.733697024044,442.862636751208
783,13.05,2.7,3,732.389020924447,558.857386508964,444.12226563339,731.447358538979,439.974030163996
784,13.0666666666667,2.7,3,732.350244147037,559.153892481656,443.820793573795,732.719745769338,457.956825740571
785,13.0833333333333,2.7,3,732.312105904749,559.450193437962,443.519534807397,734.381604101461,434.965509013779
786,13.1,2.7,3,732.274591523882,559.746281282673,443.21849741561,732.814449975273,444.673137749661
787,13.1166666666667,2.7,3,732.237686694921,560.042148150508,442.917689249945,731.664073131124,447.404930310385
788,13.1333333333333,2.7,3,732.201377462797,560.337786399791,442.617117938327,732.822159708619,451.422625335977
789,13.15,2.7,3,732.165650217445,560.633188606345,442.31679089121,731.328429127363,433.141035599461
790,13.1666666666667,2.7,3,732.130491684633,560.92834755755,442.016715307508,731.073534876802,445.854316944616
791,13.1833333333333,2.7,3,732.095888917076,561.223256246599,441.716898180351,732.628231115183,471.23542899045
792,13.2,2.7,3,732.061829285803,561.517907866917,441.417346302654,731.484623389826,425.167973392162
793,13.2166666666667,2.7,3,732.02830047178,561.812295806753,441.118066272535,732.262761995266,445.779001084524
794,13.2333333333333,2.7,3,731.99529045778,562.106413643935,440.819064498556,733.038939530233,438.351359041152
795,13.25,2.7,3,731.962787520488,562.400255140774,440.520347204812,732.260422000201,431.63743952336
796,13.2666666666667,2.7,3,731.93078022283,562.693814239131,440.221920435879,732.620588153869,431.286427146553
797,13.2833333333333,2.7,3,731.899257406535,562.987085055621,439.923790061597,730.707752170706,445.271230697862
798,13.3,2.7,3,731.868208184899,563.280061876956,439.625961781733,732.359068078038,464.495786131653
799,13.3166666666667,2.7,3,731.837621935759,563.572739155434,439.32844113049,733.4243906081,430.802753094742
800,13.3333333333333,2.7,3,731.807488294672,563.865111504551,439.031233480898,732.209013739428,444.841139254986
801,13.35,2.7,3,731.777797148279,564.157173694739,438.734344049067,730.634466279341,432.730025073689
802,13.3666666666667,2.7,3,731.748538627862,564.448920649239,438.437777898328,731.597806674104,459.666097364756
803,13.3833333333333,2.7,3,731.719703103081,564.740347440075,438.141539943245,731.348728908521,443.991192373854
804,13.4,2.7,3,731.691281175882,565.03144928416,437.845634953521,731.975484919166,436.364529262986
805,13.4166666666667,2.7,3,731.663263674585,565.3222215395,437.550067557785,731.968993925144,444.207531885747
806,13.4333333333333,2.7,3,731.635641648122,565.612659701513,437.254842247277,731.936517120605,437.194883153078
807,13.45,2.7,3,731.608406360447,565.902759399446,436.959963379428,731.338481043293,448.851283275284
808,13.4666666666667,2.7,3,731.581549285091,566.192516392904,436.665435181338,731.13688943138,434.672197416723
809,13.4833333333333,2.7,3,731.555062099873,566.481926568461,436.371261753158,731.11758706824,424.32723444678
810,13.5,2.7,3,731.528936681749,566.770985936377,436.077447071372,732.162263980625,438.724314877499
811,13.5166666666667,2.7,3,731.50316510181,567.059690627401,435.783994992002,730.128233112817,452.549534844191
812,13.5333333333333,2.7,3,731.477739620407,567.348036889665,435.490909253705,731.323920675948,422.639192039302
